,id,source_url,captions,md5
113,114,http://plantid.net/PhotoPath/Thumb192/__KM/Solanum%20umbelliferum_0000%200000%200109%201416.jpg,"Solanum umbelliferum, Blue Witch is a small shrub that grows to 3 feet.  Every part of it is poisonous to eat.",316cb7a637ba1e02ea9a51c2e248ffdb
114,115,http://plantid.net/PhotoPath/Thumb192/__KM/Sisyrinchium%20bellum_0000%200000%201108%200624.jpg,"Sisyrinchium bellum, Beautiful 1/2"" wide flowers have blue to violet petals and a golden yellow center to guide pollinators in.",5ca8586621a321e15feb2fa5a3a242cc
115,116,http://plantid.net/PhotoPath/Thumb192/__KM/Sisyrinchium%20bellum_0000%200000%200813%201724.jpg,"Sisyrinchium bellum, Leaves are grass-like, narrow with parallel veins.",248aabb9066f0e9f57cc5fb100d02bf7
116,117,http://plantid.net/PhotoPath/Thumb192/__SSM/Sisyrinchium%20bellum_0000%200000%200715%200308.jpg,"Sisyrinchium bellum, The ovary is below the flower and, if pollinated, develops into a capsule-like fruit.",662ec0ce1ce7a8e1d8852f3f30ad3674
117,118,http://plantid.net/PhotoPath/Thumb192/__KM/Pteridium%20aquilinum%20var.%20pubescens_0000%200000%200210%200386.jpg,"Pteridium aquilinum var. pubescens, Bracken Fern frond segments are long at the base and quite short near the top, creating an overall triangle shape.",221582a9c832e8a7dc4c38252ff6dc1b
118,119,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__KM\Pteridium aquilinum var. pubescens_0000 0000 0208 1160.jpg&Size=192&WatermarkText=KM&FontSize=10,"Pteridium aquilinum var. pubescens, Segments have regular rounded lobes .  The similar Sword Fern has a ""thumb"" near its midrib .",c455b6d2a227bb79ff1c702db7c3cde6
119,120,http://plantid.net/PhotoPath/Thumb192/__SGM/2013-02-25%20Steep%20Ravine%20on%20Mt.%20Tamalpais/Pteridium%20aquilinum_Bracken%20Fern%20fiddlehead%202__SGM.jpg,"Pteridium aquilinum var. pubescens, New growth forms in a fiddlehead, and then opens up.",1121a27a2a3f4fcabc9f3601d5741a14
120,139,http://plantid.net/PhotoPath/Thumb192/__ZAB/Crepis%20vesicaria%20ssp.%20taraxacifolia_0000%200000%200410%201318.jpg,"Crepis vesicaria, In the Dandelio sub family.  Weedy Hawksbeard has many flat-tipped yellow ""petals""",3b1178540c13bbc22a4d21155d67f4bf
121,140,http://plantid.net/PhotoPath/Thumb192/__NK/Crepis%20vesicaria%20ssp.%20taraxacifolia_0000%200000%201116%201429.jpg,"Crepis vesicaria, When viewed from behind, the flower is supported by separate green leaf-like phyllaries .",f062916eb8a905cd19382b5365d26a11
122,141,http://plantid.net/PhotoPath/Thumb192/__IFPS/Crepis%20vesicaria.jpg,"Crepis vesicaria, Many flowers attach to a single stem.  Traditional ""ragged"" dandelion leaf.",5496468f450037b13fb4bfdc0fc42e2f
123,169,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__BHS\2012-08-28 Pirates Cove\Bristly Ox Tongue-4.jpg&Size=192&WatermarkText=BHS&FontSize=10,"Helminthotheca echioides, Leaves have stiff bristles and bumps, giving it its name. Dandelion-like flowers top each branch.",25714a5a0bcc672aff9b08b51513a1e5
124,170,http://plantid.net/PhotoPath/Thumb192/__RPS/Helminthotheca%20echioides_Bristly%20Ox-Tongue_1162.jpg,"Helminthotheca echioides, Dandelion-like flowers are surrounded by distinctive, triangular, upward pointing, bristly green bracts.",85bbc7ee812db00ea1b00e4f9b0da236
125,171,http://plantid.net/PhotoPath/Thumb192/__BHS/2012-08-28%20Pirates%20Cove/Bristly%20Ox%20Tongue-7.jpg,"Helminthotheca echioides, Plants are tall, with many branches.",f61629df62c38c22c4241c81224191b2
126,172,http://plantid.net/PhotoPath/Thumb192/__AF/Arctostaphylos%20crustacea%20ssp.%20crustacea_83.jpg,"Arctostaphylos crustacea ssp. crustacea, Leaves are relatively big (2"" long).  Flowers are tiny in large bunches.",1e2fd8632b0c9b51a76600379fcf3a8d
127,173,http://plantid.net/PhotoPath/Thumb192/__NK/Arctostaphylos%20crustacea%20ssp.%20crustacea_0000%200000%200116%201123.jpg,"Arctostaphylos crustacea ssp. crustacea, Early flower development shows red bracts .  Leaves of ssp. crustacea have almost no hair on the bottom.",f6d5413f5e35e99df0df9f4607c53e09
128,174,http://plantid.net/PhotoPath/Thumb192/__NK/Arctostaphylos%20crustacea%20ssp.%20crustacea_0000%200000%201007%200481.jpg,"Arctostaphylos crustacea ssp. crustacea, Look for a prominent burl at the base of the plant.",92880109a6a61f1acc4ad1169a947831
129,175,http://plantid.net/PhotoPath/Thumb192/__NK/Festuca%20bromoides_0000%200000%201116%201628.jpg,"Festuca bromoides, Brome Fescue is a short grass with small spikelets that turn a straw-like color as they age.  Fescue is Latin for ""straw"".",3d568fcbaac108f7ff9b2732e3d49168
130,176,http://plantid.net/PhotoPath/Thumb192/__KK/Festuca%20bromoides_1313.jpg,"Festuca bromoides, Each floret produces an awn about the length of the rest of the spikelet.",4ba43a327ecc1ca9cb17b703e7c24361
131,177,http://plantid.net/PhotoPath/Thumb192/__IFPS/Vulpia%20bromoides.jpg,"Festuca bromoides, The inflorescence is densely populated with spikelets on short stalks.  Spikelets and awns point sideways  as they mature, giving a tangled appearance.",2e1fb3c9b2ea60fd4ead4d01506067d5
132,178,http://plantid.net/PhotoPath/Thumb192/__BB/Poa%20bulbosa_0000%200000%200411%200212.jpg,"Poa bulbosa, Most California plants have self-pollinated aerial bulblets with shoots already growing out of them.",592273697d1f76252556f2f3f73ca0e7
133,179,http://plantid.net/PhotoPath/Thumb192/__KM/Poa%20bulbosa_0000%200000%200208%200354.jpg,"Poa bulbosa, The base of the stem also has bulblets that divide to create new plants.",ba280aedd4510718545bac308258bf1f
134,180,http://plantid.net/PhotoPath/Thumb192/__ZAB/Poa%20bulbosa_0000%200000%200513%201789.jpg,"Poa bulbosa, This weedy bluegrass can dominate roadsides, overgrazed pastures and other disturbed areas.",8aaac4507c2a499d7570426c1ba05907
135,181,http://plantid.net/PhotoPath/Thumb192/__BHS/2012-08-28%20Pirates%20Cove/Bull%20Thistle-13.jpg,"Cirsium vulgare, A fairly thin pear-shaped spiny bulge below flower is a good way to distinguish this species.",6c3815a1c6448d507a31e81378d09124
136,182,http://plantid.net/PhotoPath/Thumb192/__IFPS/Cirsium%20vulgare.jpg,"Cirsium vulgare, Bull Thistle has big spines all the way up the stem, on the leaves, and around the flower.",877d07835f1061594355fe2a79030ddb
137,183,http://plantid.net/PhotoPath/Thumb192/__ZAB/Cirsium%20vulgare_0000%200000%200810%200773.jpg,"Cirsium vulgare, Here is a basal rosette of thick, toothed leaves.",79b4694e3c3722ef66eb0e4dc8e9e302
138,184,http://plantid.net/PhotoPath/Thumb192/__SSM/Umbellularia%20californica_0000%200000%200416%202403.jpg,"Umbellularia californica, Leaves are fairly narrow, with a central vein and smooth edges, ending in a point. They have a leathery feel, and a spicy smell when crushed.",6536b76d997b83ceda236359c0ef529c
139,185,http://plantid.net/PhotoPath/Thumb192/__JML/Umbellularia%20californica%20se.jpg,"Umbellularia californica, Green fruit turns purple when mature.  Leathery skin covers oily flesh that surrounds a pit (similar to avocado).",4c85877414d65cb1df36fd87c542886b
140,186,http://plantid.net/PhotoPath/Thumb192/__BB/Umbellularia%20californica_0000%200000%201109%202315.jpg,"Umbellularia californica, Bay Laurels can grow to be substantial trees, thickly covered with their spicy-smelling leaves.",789aee8fa14f7851a1b7ff56e4cc9cac
141,187,http://plantid.net/PhotoPath/Thumb192/__KM/Rubus%20ursinus_0000%200000%200109%201088.jpg,"Rubus ursinus, Separate petals, with green leafy sepals in between.  This male flower has many stamens .",70a51d9e7b2a0fc548abc70cea0741f8
142,188,http://plantid.net/PhotoPath/Thumb192/__JML/Rubus%20ursinus%20leaf.jpg,"Rubus ursinus, Prickles are short, narrow, and plentiful.  Himalayan Blackberry has wider, longer, and less densely-packed prickles.",9b63803df258648040415e1260cbbafe
143,189,http://plantid.net/PhotoPath/Thumb192/__WF/Rubus%20ursinus%202_California%20Blackberry_Roys%20Redwoods_2002-06-24__WF.jpg,"Rubus ursinus, Red fruit turns black with maturity.  Leaves in 3s, coarsely toothed, are hairy and have spines .  Veins are indented on the leaves.",a7a60ae265d7f3152432e495b1af67bf
144,190,http://plantid.net/PhotoPath/Thumb192/__WL/Bromus%20carinatus%20var.%20carinatus%20-%20Union%20City%202007-04-18%20-1.jpg,"Bromus sitchensis var. carinatus, Spikelets attach to the stem on branches. Glumes are short, revealing 5-10 florets above them.",a3c883a8663367ae69ee43db332362fd
145,191,http://plantid.net/PhotoPath/Thumb192/__WL/Bromus%20carinatus%20var.%20carinatus%20-%20Union%20City%202007-04-18%20-1-2.jpg,"Bromus sitchensis var. carinatus, Florets form a flat, woven pattern, each with a 1/2"" awn .",da9df228b5b7f0a7cfd19eff8350781c
146,192,http://plantid.net/PhotoPath/Thumb192/__WL/Bromus%20carinatus%20var.%20carinatus%20-%20Garin-Dry%20Creek%202004-04-20%2003.jpg,"Bromus sitchensis var. carinatus, Long leaves and inflorescences give this a classic bunch grass look.",b82d689cc4825e27d7212e623d781a23
147,193,http://plantid.net/PhotoPath/Thumb192/__TC/Aesculus%20californica_37.jpg,"Aesculus californica, Buckeye trees become covered with columns of sweet-smelling flowers.",550c77114b4bb4235e2d52a9aff3c32b
148,194,http://plantid.net/PhotoPath/Thumb192/__JML/Aesculus%20californica.jpg,"Aesculus californica, 5-part compound leaves are palmate (shaped like a hand).  Leaf edges are finely-toothed and bud in early February.",e8224638e202970b4a1fa0aa5bd24b64
149,195,http://plantid.net/PhotoPath/Thumb192/__NK/Aesculus%20californica_0000%200000%201007%200213.jpg,"Aesculus californica, Trees in the open form a dome shape, often growing 40 feet tall and 40 feet wide.  They can live 250 years.",312a99b067cb48c78a4c09a846bbf72b
150,196,http://plantid.net/PhotoPath/Thumb192/__WL/Medicago%20polymorpha%20-%20Pleasanton%20Ridge%202009-03-13%20-1.jpg,"Medicago polymorpha, 3 or 4 yellow pea flowers cluster at the end of a long stalk. Leaflets have serrated edges.",bf6d149a7fadf78f00219248d433ba40
151,197,http://plantid.net/PhotoPath/Thumb192/__ZAB/Medicago%20polymorpha_0000%200000%200413%200780.jpg,"Medicago polymorpha, Burclover tends to run along the ground.  The 3 clover-like leaflets are separate from one another.  Flowers, fruits and leaves are on stalks.",36b61cd65592406f7abb674c2748c144
152,198,http://plantid.net/PhotoPath/Thumb192/__JM/Medicago%20polymorpha.jpg,"Medicago polymorpha, Pollinated ovules enlarge into tightly coiled pea pods with burs that stick out.  The burs catch on passing animals, distributing the seeds to new areas.",0830144df4c8cbe2c4d8421d168546d0
153,199,http://plantid.net/PhotoPath/Thumb192/__SGM/2012-06-25%20Angel%20Island/Pseudognaphalium%20californicum_California%20Everlasting__SGM.jpg,"Pseudognaphalium californicum, Each tiny pineapple-shaped flower head is wrapped in white papery phyllaries and contains over 100 minute yellow flowers.",bc5767f8ce94571dd02ae67a7d6dc275
154,200,http://plantid.net/PhotoPath/Thumb192/__JML/Gnaphalium%20californicum.jpg,"Pseudognaphalium californicum, Leaves are narrow and pointed, growing to 4 inches long.  They're smaller higher on the stem.",b5fa39ea80e16afdc5e99ca994860135
155,201,http://plantid.net/PhotoPath/Thumb192/__KM/Pseudognaphalium%20californicum_0000%200000%201208%201719.jpg,"Pseudognaphalium californicum, Branching stems grow erect, each topped with whitish flower heads.",b9bdee1de58c58b0498b2b675dbc3704
156,202,http://plantid.net/PhotoPath/Thumb192/__SSM/Corylus%20cornuta%20ssp.%20californica_0000%200000%200516%200475.jpg,"Corylus cornuta ssp. californica, Soft fuzzy leaves have toothed edges.  Veins are indented.  Leaves fall off in the winter.",2ea95395192ebd5b089f1c291336eb83
157,203,http://plantid.net/PhotoPath/Thumb192/__KM/Corylus%20cornuta%20var.%20californica_0000%200000%200208%202103.jpg,"Corylus cornuta ssp. californica, The flower matures to a hazelnut, protected by a hard shell and fuzzy sheath.",b89bba59b7a4c82d6e075db0a9e161ef
158,204,http://plantid.net/PhotoPath/Thumb192/__NK/Corylus%20cornuta%20ssp.%20californica_0000%200000%201108%200724.jpg,"Corylus cornuta ssp. californica, Male catkins form in the fall and last until spring.",2b0148a3d3adb65ee27be790be0ad95e
159,205,http://plantid.net/PhotoPath/Thumb192/__DLS/California%20Honeysuckle__DLS.jpg,"Lonicera hispidula, Vines end in pink flowers, full of nectar (thus, Honeysuckle).  Hummingbird and bees pollinate the flowers in their search for the nectar.",3396bb025785873143077d233df26514
160,206,http://plantid.net/PhotoPath/Thumb192/__NK/Lonicera%20hispidula_0000%200000%200908%201080.jpg,"Lonicera hispidula, Pollinated flowers turn into bright-red translucent berries.",c3497f2223522dfb5b17d8799ce4e30e
161,207,http://plantid.net/PhotoPath/Thumb192/__IFPS/Lonicera%20hispidula.jpg,"Lonicera hispidula, Leaves near the flower wrap around the stem.  Leaves further down are opposite .",dc201bc392e5d3c9a8710249b17cbeac
162,208,http://plantid.net/PhotoPath/Thumb192/__NK/Caulanthus%20lasiophyllus_0000%200000%200810%201098.jpg,"Caulanthus lasiophyllus, Compared to our non-native mustards, California Mustard has fewer, smaller, generally white flowers.",c202735075cb45bc25ba501d868e4c6a
163,209,http://plantid.net/PhotoPath/Thumb192/__KM/Caulanthus%20lasiophyllus_0000%200000%201208%202436.jpg,"Caulanthus lasiophyllus, Seed pods are quite narrow and long.",7e88afd8d4edfac5fc040f46cfc1067b
164,210,http://plantid.net/PhotoPath/Thumb192/__LBM/Guillenia%20lasiophylla.jpg,"Caulanthus lasiophyllus, The whole plant gives a linear apearance.",70e3b6492fdf20e559fa6dadfd056954
165,211,http://plantid.net/PhotoPath/Thumb192/__TC/Danthonia%20californica_1671.jpg,"Danthonia californica, This bunch grass has flat leaves, about 8"" long.  Flowering stems arch outwards from the plant center.",563bb09a1d99f44d6d44201f9b8d4f71
166,212,http://plantid.net/PhotoPath/Thumb192/__WL/Danthonia%20californica%20-%20Redwood%202007-05-07%20-1.jpg,"Danthonia californica, Only 3-6 spikelets in a short inflorescence (about 2"").  Branches are flexible and longer than the spikelets .",e1471fdd48acfa4fd2b479dd3d7b30df
167,213,http://plantid.net/PhotoPath/Thumb192/__SSM/Danthonia%20californica_0000%200000%200207%200694.jpg,"Danthonia californica, Mature spikelets open up, with glumes longer than individual florets .  There are 3-8 florets per spikelet .",eef334453595f0d32cfa8a3ef1bdf427
168,214,http://plantid.net/PhotoPath/Thumb192/__SSM/Hordeum%20depressum_0000%200000%200517%201639.jpg,"Hordeum depressum, This is a small, annual barley , with a densely packed, awn -filled spike .",ae2b85440797d1c47427407160a40633
169,215,http://plantid.net/PhotoPath/Thumb192/__SSM/Hordeum%20depressum_0000%200000%200517%201640.jpg,"Hordeum depressum, Fat spikelets have long awns .",97ce514585d331503aef1eb0c2dc2ff6
170,216,http://plantid.net/PhotoPath/Thumb192/__SSM/Hordeum%20depressum_0000%200000%200517%201637.jpg,"Hordeum depressum, Alkalai Barley is found in moist areas, including vernal pools.  It does well in alkali soil.",dfe6dfb59c74ebce5ba06d6ab5646351
171,220,http://plantid.net/PhotoPath/Thumb192/__NK/Frankenia%20salina_0000%200000%201014%202399.jpg,"Frankenia salina, Tiny 5-petaled white or pink flowers.",2d0946ca5d6b6264aef2045dee19bf80
172,221,http://plantid.net/PhotoPath/Thumb192/__NK/Frankenia%20salina_0000%200000%200909%200394.jpg,"Frankenia salina, Leaves are opposite , have a strong central vein, smooth edges, and a pointed tip.",f9a41504368476f40d761e5573a94956
173,222,http://plantid.net/PhotoPath/Thumb192/__RPS/Frankenia%20salina_Alkali%20Heath_2033.jpg,"Frankenia salina, Can grow to 18 inches, often prostrate .",355ff0c289e82bc0c83f0a43d046e76b
174,223,http://plantid.net/PhotoPath/Thumb192/__KM/Malvella%20leprosa_0000%200000%200109%200107.jpg,"Malvella leprosa, 5 petals form a cup, starting out white or yellow and turning pink with age.  Stem is hairy and grows along the ground.",ea4f231fc9774040a611caeee2c17e1b
175,224,http://plantid.net/PhotoPath/Thumb192/__KM/Malvella%20leprosa_0000%200000%200916%200622.jpg,"Malvella leprosa, Leaves have wavy edges, growing to over an inch wide.",bcf653ecafdaa0a7804e572a8145a8e2
176,225,http://plantid.net/PhotoPath/Thumb192/__KM/Malvella%20leprosa_0000%200000%200916%200628.jpg,"Malvella leprosa, Grows rapidly in alkaline (salty) soils. Often found near agricultural fields.",4be6663337cbf672d11151eb6b28bbff
177,226,http://plantid.net/PhotoPath/Thumb192/__NK/Prunus%20dulcis_0000%200000%200909%200400.jpg,"Prunus dulcis, Narrow leaves grow to about 5.""",2d5b38479231d21b75988f60aadbab41
178,227,http://plantid.net/PhotoPath/Thumb192/__NK/Prunus%20dulcis_0000%200000%200909%200398.jpg,"Prunus dulcis, Covering opens up at maturity.",823be4859b209a021543b44623d18cbf
179,228,http://plantid.net/PhotoPath/Thumb192/__ZAB/Prunus%20dulcis_0000%200000%200317%201634.jpg,"Prunus dulcis, Pink blossoms in the spring - this tree is widely cultivated in the central valley.",8e71114187c44f56215ea21eaa24220e
180,280,http://plantid.net/PhotoPath/Thumb192/__KM/Achyrachaena%20mollis_0000%200000%201208%201425.jpg,"Achyrachaena mollis, Here is the classic Blow Wives look.  Flat, scaly pappus forms a wind parachute for each seed.",5b14d635b81735c9c1e1ae92f760c380
181,281,http://plantid.net/PhotoPath/Thumb192/__KM/Achyrachaena%20mollis_0000%200000%200104%200282.jpg,"Achyrachaena mollis, Yellow or orange ray florets point straight up.  Inside them, many disc florets grow without petal-like rays.",b22c49a42d3b1ee974c7de080b318ebb
182,282,http://plantid.net/PhotoPath/Thumb192/__KM/Achyrachaena%20mollis_0000%200000%200104%200281.jpg,"Achyrachaena mollis, Leaves are narrow and grow up  to 6"" long.  They're erect and fuzzy.",c4bfd7493c1230c0cf246384e1ab3476
183,292,http://plantid.net/PhotoPath/Thumb192/__KM/Quercus%20douglasii_0000%200000%201115%201687.jpg,"Quercus douglasii, Leathery blue-green leaves often have shallow lobes .  They have a short petiole (stalk) and are generally 2 - 3 inches long.",24c652291fedf6fb57acefcb61ff666a
184,293,http://plantid.net/PhotoPath/Thumb192/__ZAB/Quercus%20douglasii_0000%200000%200116%200184.jpg,"Quercus douglasii, Bark is pale and checkered by medium-size cracks.  It reminds me of corn flakes.",8c202e3f72292706507e68123c64decc
